merchant_description;mcc;city;country;amount;date
UNIVERSITY HOSPITAL AY;5812;AYR KA6;GB;171.5;2025-10-08
MOONPAY*CHANGELLYDIS 2387;6051;MOONPAY.COM;IE;165.1;2025-10-11
FARMACIA ORTOPEDIA CHUECA;5912;MADRID;ES;178.32;2025-09-29
NOTEMACHINE;6011;EC3V 9AN;GB;95.75;2025-12-17
STARBUCKS 08365;5814;JACKSONVILLE;US;21.48;2026-02-23
LIME*RIDE 4FAQ;4789;BUCHAREST;RO;179.73;2025-12-29
TV NOVA 5087968326;4899;PRAHA 5;CZ;92.14;2025-11-22
NTINTIS KONSTANTINOS;5499;MIKRO KEFALOV;GR;175.9;2026-01-20
DELIJN##HASH##;4111;DL HNOSDU05;BE;124.45;2025-10-30
BIOKOM NONPROFIT KFT.;7523;PECS;HU;76.93;2025-11-04
ALDI STORES LIMITED;5411;ACCRINGTON;GB;147.86;2026-02-20
UBER   *HAOJIHUISHU;5812;NEW TAIPEI;TW;15.46;2025-11-26
FOODORA_CZ_SUB-2T1RFY5HB8;5499;PRAGUE 8;CZ;156.35;2025-10-10
PAYPAL *AIRBNB HMSXNE;7011;35314369001;LU;94.96;2026-01-25
ACS*22656907 THREE;4814;PLEASEHELP.IO;NL;59.51;2025-12-22
SLOVNAFT-SK10744;5541;SALA;SV;113.12;2026-01-10
NJH3NIQ4VBVA;4111;ST BARTHELEMY;FR;13.97;2025-09-28
AMAZON UK* 4H1902XT5;5399;LONDON;GB;91.15;2026-02-06
SQSP* WEBSIT#219053927;7372;NEW YORK;US;94.89;2026-01-28
PAYPAL *WOW 9662F PREMIUM;4899;35314369001;DE;93.94;2025-12-09
LYCAMOBILE BELGIUM BV;4814;ZAVENTEM;BE;116.38;2026-02-26
FOODORA_AT_WSRB-RJR4;5499;WIEN;AT;155.87;2026-03-01
KIOSK 8903 2.0, ASD;6300;AMSTERDAM;NL;192.33;2026-01-03
BURSKI JEWELRY;5944;BUDAPEST;HU;115.72;2026-02-21
ACS*20596464 THREE;4814;ROTTERDAM;NL;198.58;2025-10-31
GRAB* A-6LPDPD3WWHM4;4121;SINGAPORE;SG;196.49;2025-10-02
AUTOMATSPEC SP ZOO;5812;LISZKI;PL;181.2;2025-10-30
ETSY.COM*ARTISANWORXUK;5399;LONDON;GB;40.75;2025-11-18
UBISOFT;7993;PARIS;FR;79.0;2025-12-31
LIDL/60149 LIDL NAUJININK;5411;VILNIUS;LT;74.97;2025-12-23
INDEED 105484276;7361;DUBLIN;IE;26.21;2026-01-05
ZAMEK NOVE HRADY;5812;NOVE HRADY;CZ;160.68;2025-11-25
COSTCO SPAIN;5300;SPAIN;ES;54.51;2025-12-31
APPLE STORE R095 R095;5732;NEW YORK;US;173.73;2026-03-11
DM-DROGERIE MARKT;5912;BARBING;DE;129.58;2025-12-27
PAYPAL *KOELNBAEDER;7011;35314369001;DE;174.01;2025-12-03
WOW 47F40 LIVE-SPO;4899;UNTERFOEHRING;DE;131.21;2025-11-29
SKYSHOWTIME 0156F STAN;4899;N AMSTERDAM;NL;19.55;2026-03-03
PP*BOLT.EU/O/2505202106;4789;35314369001;EE;106.5;2026-01-25
GOOGLE *BUMBLE;7372;G.CO/HELPPAY#;GB;168.53;2026-03-18
FOODORA_AT_R6MW-2519-2;5499;WIEN;AT;129.59;2026-03-20
ALDI 61 773;5411;LYTHAM ST ANN;GB;57.3;2026-01-27
SHOYU GMBH;5812;WIEN;AT;99.86;2025-10-06
WINAMAX DEUTSCH;7995;PARIS 7;FR;73.26;2026-01-26
TOLTOALLOMAS;5541;TOMPA;HU;157.14;2026-01-17
GOPAY  *ABC-ZOO.SK;5995;KOSICE-SIDLIS;SK;88.15;2026-02-04
BOLT.EU/R/2502111701;7512;TALLINN;EE;132.79;2025-11-27
TV NOVA 4188314114;4899;PRAHA 5;CZ;8.98;2026-03-08
GOPAY  *NUTIVA.SK;5499;NUTIVA.SK;SK;111.58;2025-11-19
ETSY.COM*POTTERYARTGIF;5699;DUBLIN 1;IE;137.38;2025-12-07
5333530;5814;BOLZANO;IT;128.76;2026-03-06
FOODORA_AT_YWNQ-2536-M;5499;WIEN;AT;44.58;2025-12-28
PANERA BREAD #204298;5814;CARLSBAD;US;188.07;2026-02-26
KFC 802;5814;DORTMUND;DE;66.89;2026-03-22
VEDA INC INVESTMENT L.L.C;5812;DUBAI HILLS;AE;81.53;2025-10-31
BALAN ROBERT E.V.;4121;SZEGED;HU;176.63;2025-10-09
SP FLOWER KNOWS;5977;LOS ANGELES;US;135.49;2025-11-03
SHAKERS URBAN BAR;5813;MARBELLA;ES;118.85;2025-11-15
FOODORA_AT_UBVY-2511-XD3Z;5499;WIEN;AT;28.48;2025-09-30
LIME*ABONAMENT 5UQ4;4789;BUCHAREST;RO;40.44;2025-10-14
NTP*MARBLEANGUS;5422;BORZONT;RO;91.8;2026-03-10
TV NOVA 7217683736;4899;PRAHA 5;CZ;102.19;2026-01-21
PHZ BALTONA MULTISTORE;5309;WARSZAWA;PL;60.3;2025-10-10
DAVID AUTOSBOLT;5533;PANNONHALMA;HU;137.94;2026-02-06
FOODORA_AT_P268-2535-O;5499;WIEN;AT;61.44;2026-02-01
HOTEL COSTES;7011;PARIS;FR;97.44;2025-11-06
SAS;5411;LA RAVOIRE;FR;117.73;2026-01-29
BOLT.EUD2510241638;5812;TALLINN;EE;88.92;2025-12-21
METRO NITRA;5300;NITRA;SK;54.42;2025-10-21
AMAZON UK* ZX4GR2754;5399;LONDON;GB;189.79;2026-03-18
TOOGOODT N8A4XV4N4A0Q0;5812;TOOGOODTOGO.N;DK;46.57;2025-12-30
WWW.AMAZON* 404-488421;5399;14018657948;LU;55.92;2026-02-05
WWW.AMAZON.* ZR2965W94;5399;LUXEMBOURG;LU;23.5;2025-10-31
UBER   *TRIP;4121;HELP.UBER.COM;NL;159.39;2026-01-27
AIRPAY 10286652-BOUNDS;4121;WAKEFIELD;GB;17.0;2026-02-17
CANVA* I04740-78600481;7333;CAMDEN USA;US;130.93;2025-10-13
NYX*CARONSERVICE;5814;VILLETANEUSE;FR;67.21;2025-11-19
TCL 69 LYO;4111;V25361009491�;FR;37.28;2026-01-25
LIDL IRELAND;5411;DUBLIN;IE;109.66;2026-02-10
TOOGOODT 384GN8W7G4VQ0;5812;TOOGOODTOGO.E;DK;162.22;2026-03-12
BCK*DE WILLEM B.V.;5813;AMSTERDAM;NL;41.3;2025-12-21
WOW B6E5C PREMIUM;4899;UNTERFOEHRING;DE;186.53;2025-11-30
FEHER LO VENDEGLO;5812;GYOR;HU;20.49;2026-02-27
VEGYESBOLT;5499;ZILIZ;HU;189.81;2025-12-10
FOODORA_AT_BSUM-2528-F;5499;WIEN;AT;82.4;2026-02-16
FOODORA_AT_NN4S-TP5J;5499;WIEN;AT;176.11;2025-10-13
3CKET* #522872 TICKET;7399;LISBOA;PT;19.0;2025-12-30
BOLT.EU/O/2601181736;4121;AMSTERDAM;NL;196.69;2025-11-13
98D83 ENTS;4899;DUBLIN 4;IE;13.95;2026-02-11
FINNET E-VISA;9399;JAKARTA SEL;ID;5.66;2025-12-21
W M MORRISON STORE;5411;ACOCKS GREEN;GB;173.67;2025-11-19
LIME*RIDE U7CU;4789;ATHENS;GR;134.09;2026-02-26
SIMPLEP*TESCO BIZTOSIT;6300;BUDA?RS;HU;133.52;2025-11-24
AVM WLAW3WJF4YCCX6I;4111;VENEZIA;IT;39.05;2025-12-09
MNK*VAPOURZ LOUNGE LIM;5993;LONDON;GB;169.99;2026-02-19
M LLER HANDELS AG SCHW;5311;AMRISWIL;CH;199.99;2026-03-20
PENNY AN DER ORLA;5411;NEUSTADT AN D;DE;52.21;2026-03-17
VIENNA LOUNGE;4582;WIEN-FLUGHAFE;AT;78.36;2025-10-20
LUISITA;5812;COMO;IT;170.72;2026-03-15
MOONPAY*UNISWAP 8693;6051;MOONPAY.COM;IE;129.36;2025-12-12
DELIJN##HASH##;4111;DL O52WG9VB;BE;122.91;2026-03-17
O17681990482690300 APP BR;9311;TORINO;IT;91.93;2025-12-10
GEOTRAVEL.IS;4722;MYVATNI;IS;93.86;2026-03-14
LIME*JIZDA 4Z4T;7519;CZECH REPUBLI;CZ;35.16;2026-02-04
TESCO STORES 2061;5411;GLASGOW BARHD;GB;78.58;2026-02-15
VIVE-VITTORIANOEP..;7832;ROMA;IT;27.39;2026-03-06
JX4D3SWWPUQX;4111;TOULOUSE CEDE;FR;47.97;2026-03-11
ETSY.COM - AIARTWAVE;5699;DUBLIN;IE;160.7;2025-11-23
OBI 024 FOGARASI;7523;BUDAPEST;HU;28.52;2026-01-22
ALDI SUED;5411;SCHWOERSTADT;DE;25.32;2026-01-12
PV0441;5541;GIAVENO;IT;194.81;2025-10-21
CHEMIST WAREHOUSE TALB;5912;TALBOT;IE;180.34;2026-02-26
FOODORA_AT_K29E-2504-4;5499;WIEN;AT;11.09;2026-03-10
CD PROSTE*0105144507;4112;PROSTEJOV;CZ;55.47;2026-03-16
HANSA FUNKTAXI EG;4121;HAMBURG;DE;130.25;2026-02-13
NYX*TENPINLIMITED;5499;CRANFIELD;GB;82.62;2026-01-29
AMAZON UK* ZX2OQ25M4;5399;LONDON;GB;123.28;2025-12-09
SKYSHOWTIME C01AE SHOW;4899;AMSTERDAM;NL;51.02;2025-12-14
GOPAY *ENBOOK.CZ;5942;CHEB;CZ;76.91;2026-01-18
FAZ.NET* KN 2357216 AB;5815;496975911000;DE;155.06;2026-03-09
SCRIBD *##HASH##;5815;SCHIPHOL;NL;190.98;2025-12-03
TOP OF THE ROCK;7299;NEW YORK;US;97.16;2025-12-18
MCDONALDS 208;5812;GERASDORF;AT;108.34;2026-01-31
TUNNEL DU FREJUS;4784;MODANE;FR;46.31;2026-01-12
ANOMALY;5734;SAN FRANCISCO;US;55.82;2026-02-05
DELIJN##HASH##;4111;DL GZ9D5IJQ;BE;66.92;2026-02-27
SPARKASSE KOELNBONN;6011;MERHEIM;DE;145.58;2026-01-08
KLIENT.OVANET.CZ;4814;OSTRAVA - PRI;CZ;176.36;2026-03-14
GOPAY  $LEOEXPRESS.COM;4789;HTTPS://LEOEX;CZ;79.36;2025-10-27
AIRBNB ##HASH##;4722;415-800-5959;LU;98.06;2025-12-30
GOPAY  *JIDLOPODNOS.CZ;5811;HTTPS://JIDLO;CZ;152.35;2026-01-13
LIDL 588 ALPHEN AAN DE;5411;ALPHEN AAN DE;NL;199.58;2025-12-28
GOPAY  *NUTRENDWORLD.CZ;7941;OLOMOUC;CZ;155.75;2026-01-07
6116_MMW_LAS;5441;LAS VEGAS;US;196.28;2025-10-25
AMAZON UK* Z344Z6IF4;5399;LONDON;GB;197.33;2026-02-08
FOODORA_AT_ICSD-TMA5;5499;WIEN;AT;104.18;2025-10-29
O17636510652252292 APP BR;9311;TORINO;IT;72.33;2026-02-16
EKZ SHOPPING NORD;5812;GRAZ;AT;167.29;2025-10-29
JUSTGIVING TINASANDISO;8398;LONDON;GB;52.37;2025-09-28
ALPHA FLIGHT;5814;PRAGUE;CZ;63.23;2026-03-13
CD KLADNO*8386;4111;KLADNO;CZ;119.18;2025-12-13
FEVER*MUSEUM OF INFINI;7922;BRU;ES;48.69;2025-11-12
GLOBAL VILLAGE PARTNERS;9399;DUBAI;AE;15.18;2026-02-14
O17468966676161028 APP BR;9311;TORINO;IT;54.77;2026-03-11
SEE TICKETS* KISHI BAS;7922;HOLLYWOOD;US;136.2;2025-12-01
AMAZON UK* NU56V43C5;5399;LONDON;GB;5.92;2026-02-17
LIME*AUTORIZACE BDWI;7519;1888546334;CZ;110.54;2025-12-20
LIME*PASS PQLU;4789;PARIS;FR;7.15;2026-01-28
FOODORA_AT_CUQP-2530-4;5499;WIEN;AT;129.4;2025-10-17
INGLOT;5977;IRAKLIO KRITI;GR;73.72;2025-12-30
OTPMOBL*DELTAVISION;5945;BUDAPEST;HU;23.76;2025-12-16
SKLAVENITIS_KORINTHOS;5411;KORINTHOS;GR;86.54;2026-01-14
32RED;7995;2552632840;GB;104.75;2025-10-22
TOOGOODT CPV6GVW06VT40;5812;COPENHAGEN;DK;146.84;2026-03-19
TCL 69 LYO;4111;V26027014977�;FR;21.37;2025-12-07
TV NOVA 3076666894;4899;PRAHA 5;CZ;22.97;2025-09-27
D1RSVQWOBBUZ;4111;TOULOUSE CEDE;FR;37.24;2025-10-23
BANDCAMP AFONK;5735;BANDCAMP.CO;US;184.92;2025-10-01
AUSTRIANSWSGZ4;3051;PAYPAL COM;AT;112.88;2026-02-22
FAMILYMART;5499;TOKYO;JP;12.38;2025-11-26
HOTEL MARINA RIVIERA;7011;AMALFI;IT;72.19;2025-11-29
ENBW ENERGIE BW AG;5552;720006714263;DE;182.16;2026-02-23
DD *DOORDASH SPUDDADDY;5812;611800958316;AU;84.16;2025-10-30
HEROKU* OCT-98812622;5734;SAN FRANCISCO;US;150.26;2025-10-02
TAKSIDE POS;4121;ISTANBUL;TR;155.64;2026-03-01
TIGRE LP;5812;ATHINA;GR;29.64;2026-02-11
IKEJA HOTEL PLC SHERAT;7011;IKEJA;NG;53.48;2026-01-28
BKG*COURTYARD BY MARRI;4722;(888)850-3958;NL;87.8;2025-09-26
GOPAY *HUHUCHILLI.CZ;5499;HUHUCHILLI.CZ;CZ;130.07;2025-12-11
OSKAR-BANGKOK;5812;BANGKOK;TH;92.18;2026-03-04
AMAZON UK* Z12K74P04;5399;LONDON;GB;168.49;2026-02-27
SUNRISE UPC GMBH;4814;GLATTBRUGG;CH;97.76;2026-01-09
SKYSHOWTIME FDD97 STAN;4899;AMSTERDAM;NL;19.15;2026-01-12
GOPAY  *NEJENLEKY.CZ;5499;PRAHA 9;CZ;17.48;2025-12-02
3807478;5814;SCHLUESSELFEL;DE;165.13;2025-11-07
FOODORA_AT_WZEG-2448-N;5499;WIEN;AT;122.16;2026-03-07
TV NOVA 2222869656;4899;PRAHA 5;CZ;53.82;2026-01-29
CESKA SPORITELNA, A.S.;6011;BYSTRICE;CZ;78.91;2025-10-21
CAB1E;4899;DUBLIN 4;IE;114.15;2025-10-04
HYPEDROP;7994;8134208;CY;165.04;2025-10-25
FOODORA_AT_LQ85-YT8H;5499;WIEN;AT;60.84;2026-02-26
AMAZON UK* CF2FK5875;5399;LONDON;GB;166.06;2026-02-13
ALBA GRANADOS;5812;BARCELONA;ES;13.14;2026-03-09
SALUT WINES LTD;5921;M'STER M2 2;GB;92.26;2026-02-02
SANEF;4784;60SENLIS;FR;46.68;2026-02-01
HYATT REGENCY BANGKOK;7011;SAMUTPRAKAN;TH;91.77;2025-12-27
ICA SUPERMARKET BROMMA;5411;BROMMA;SE;82.78;2026-02-26
VEENAS GREENS;5411;BARKINGSIDE;GB;83.21;2026-03-15
KARITATIV LOTTOZO;7995;BUDAPEST;HU;108.79;2025-10-19
B;5200;SOUTHEND ON S;GB;78.13;2026-01-18
FOODORA_AT_WZX1-9C5X;5499;WIEN;AT;176.34;2025-11-28
WWW.AMAZON* 204-750517;5399;14018657948;GB;47.02;2025-10-29
7HFRBJJ2FNWO;4111;ST BARTHELEMY;FR;32.23;2026-03-23
TV NOVA 3102019034;4899;PRAHA 5;CZ;98.74;2025-11-01
SQSP* WEBSIT#219170992;7372;NEW YORK;US;114.29;2026-01-13
LSP*BERLINER KAFFEEROS;5814;BERLIN;DE;10.02;2026-03-08
SKYSHOWTIME 670A2 STAN;4899;AMSTERDAM;NL;120.38;2026-03-10
CRV*AUCHAN 0982 S BUCI;5411;SIDCUP;GB;142.08;2026-01-22
EGEO SUVLAKERIA GRIEGA;5812;MADRID;ES;148.71;2025-12-29
ALDI SUISSE 35;5411;ADLISWIL;CH;62.46;2025-10-26
SPILNU;7995;ID:2103365671;DK;64.72;2026-03-23
BOLT.EU/O/2409262146;4121;TALLINN;EE;156.51;2025-10-31
TV NOVA 1315838046;4899;PRAHA 5;CZ;128.5;2025-11-17
PATIO DE LA LUNA;5812;TARRAGONA;ES;182.52;2025-11-15
PAYMENT SOLUTION & SERVIC;5812;STEFFISBURGBE;CH;38.81;2026-01-27
ZAOKRET BAR;5813;BEOGRAD;RS;45.82;2025-12-24
ORDER O-Y4QPWIE;5816;VILNIUS;LT;10.61;2025-12-28
BF1E4 BOOST;5815;DUBLIN 4;IE;143.58;2025-12-17
GOPAY  *ZELENYJEZKO.SK;5499;HTTPS://ZELEN;SK;65.92;2025-10-15
FOODORA_CZ_SUB-37L4S2SIDR;5499;PRAGUE 8;CZ;67.66;2025-12-19
CASTRUM HOTEL SZFVAR;7011;SZEKESFEHERVA;HU;101.24;2025-11-26
BK21511 PIRAMIDES;5814;PUERTO DE LA;ES;52.82;2025-12-07
SC SAM ESCOSUP;5411;MONACO;MC;176.34;2025-10-27
RAT CRAIOVA;4111;CRAIOVA;RO;171.54;2025-12-14
BAJCSI 66 PATIKA;5912;BUDAPEST;HU;14.52;2025-11-08
FOODORA_AT_Y8P3-2530-A;5499;WIEN;AT;26.25;2025-11-26
TV NOVA 3420557695;4899;PRAHA 5;CZ;106.33;2026-01-25
ALDI 782-060;5411;STAFFORD;GB;19.08;2025-12-16
MOVAVI.COM;5734;35725323580;CY;175.47;2025-12-17
BURGER KING 10551 SOT;5814;BREMERHAVEN;DE;168.51;2025-11-25
NORTON *NP1599616274;5817;PRAGUE 4;CZ;78.32;2025-11-27
ALSHA'AB NUTS;5441;AQABA;JO;126.93;2026-02-21
SUBWAY 56006;5814;ORANGE COVE;US;31.09;2025-10-06
ALBERT HEIJN 1806;5411;HOOGERHEIDE;NL;188.85;2026-02-27
FOODORA_AT_ZWLP-2519-L;5499;WIEN;AT;151.61;2026-03-13
NYA*HERING SANIKONZEPT;5499;273627295;DE;40.92;2026-02-18
PLAYBOOK TECHNOLOGIES;5817;' 18553131883;US;120.35;2025-09-25
RATP;4111;PARIS;FR;78.99;2025-10-03
FOODORA_AT_IFJP-2534-9;5499;WIEN;AT;42.82;2026-03-22
PAYPAL *EBAY US;5331;4029357733;US;39.3;2025-11-29
LIDL SAGT DANKE;5411;NIEDERWUERSCH;DE;159.7;2025-12-18
SKYSHOWTIME 91B57;4899;AMSTERDAM;NL;40.02;2025-11-25
KNUSPR.DE;5411;MUENCHEN;DE;73.15;2025-10-17
ACS*21023670 THREE;4814;ROTTERDAM;NL;143.28;2025-11-22
HELOPAY*MIRAGE;5811;KECSKEMET;HU;40.22;2025-12-12
AMAZON UK* ZR3RN9094;5399;LONDON;GB;151.9;2025-11-09
TCL 69 LYO;4111;V25244016578�;FR;135.39;2025-11-23
WWWROHLIKCZ;5411;PRAHA 8 KARLI;CZ;120.0;2025-11-02
TUIR ALLIANZ;6300;WARSZAWA;PL;152.49;2025-10-21
FOOD OLTREMARE;7999;RICCIONE;IT;94.83;2026-01-09
AMAZON UK* SP1EV51J5;5399;LONDON;GB;191.82;2025-12-06
AMPS;5811;TALLINN;EE;76.64;2025-12-06
IONOS SARL RVK17570822;4816;SARREGUEMINES;FR;38.06;2026-03-19
350E4 BOOST;5815;DUBLIN 4;IE;198.37;2025-11-03
LIME*RIDE LSO5;4789;MILAN;IT;114.16;2026-02-09
GOPAY * O2  GOPAY  $   :;4814;DOBIJENI.O2.C;CZ;73.1;2026-01-14
EZER BOLDOGSA'G;5691;KUNSZENTMARTO;HU;186.09;2025-09-30
A68D4 SKY SPOR;5815;DUBLIN 4;IE;156.54;2025-11-27
E.LECLERC;5411;COURCELLES LE;FR;12.02;2025-11-22
BABBEL.COM 37022855;8299;BERLIN;DE;94.3;2025-12-09
BKG*LUXURY APARTMENTS;4722;AMSTERDAM;NL;130.08;2025-12-17
ZB RETAIL;5499;LONDON GBR;GB;82.87;2025-10-12
BOLT.EU/O/2512170530;4121;ZUERICH;CH;34.81;2026-02-02
HAMBURGER VOLKSBANK EG;6011;HAMBURG;DE;106.97;2026-02-08
GOPAY  *RESTORIO.CZ;5942;PRAHA 2;CZ;34.26;2026-02-02
DRINK KONG;5813;ROMA;IT;92.23;2026-02-05
TOOGOODT PM5JVFEMJ59M0;5812;COPENHAGEN;DK;10.06;2025-10-05
AIR ARABI89CGZV;4511;WARSZAWA;PL;17.79;2026-02-05
TOOGOODT RBYTYY6XSYVT0;5812;COPENHAGEN;DK;121.18;2026-03-03
NYA*ALLSTARS (BOWL) LT;5499;BRISTOL;GB;169.5;2026-01-23
NYX*BP;5499;HEMELHEMPST;GB;134.47;2025-11-23
GENERALI;6300;ADLISWIL 1;CH;114.81;2025-12-23
ADAMIMI SRL;5411;OLT;RO;57.27;2026-02-12
AMAZON UK* ZL4700A54;5399;LONDON;GB;155.61;2025-12-26
PERIPTERO;5411;ATHINA;GR;139.61;2026-01-10
DRI*LOGI STORE;5732;DUBLIN 2;IE;27.54;2026-01-22
GVHI3H ZENMARKET;4215;OSAKA;JP;170.88;2025-09-28
MCNEILL S OF HOWTH;5813;HOWTH;IE;51.16;2026-01-25
TV NOVA 0067528496;4899;PRAHA 5;CZ;174.99;2025-11-07
TV NOVA 9447836683;4899;PRAHA 5;CZ;106.94;2026-01-29
KJG A S;7299;BANSKA BYSTRI;SK;96.34;2025-10-25
BOOKING #8102880;4121;COLNE;GB;5.61;2026-02-16
3CKET* #749787 TICKET;7399;LISBOA;PT;122.34;2025-12-13
HAPPYTIGER;7995;ID:2950634262;DK;62.07;2025-12-14
SKYSHOWTIME 1DB76 STAN;4899;AMSTERDAM;NL;128.95;2026-01-16
SHELL OBN1432;5541;MOEMLINGEN;DE;94.97;2025-10-02
HOTEL BAYERISCHER HOF;7011;MALNCHEN;DE;147.76;2025-09-26
SKA STN HELSINGBORG C;4131;HASSLEHOLM;SE;76.27;2026-01-15
LIME*2 FAHRTEN AW6I;4789;WALLISELLEN;CH;48.3;2025-12-30
Z'VOORT STRAATPARKEREN;7523;ZANDVOORT;NL;75.68;2025-12-23
AMAZON UK* Z81G28LA4;5399;LONDON;GB;7.83;2025-12-22
PARC NATURE ET LOISIRS;7991;MAISNIL LES R;FR;97.52;2026-02-20
GOPAY *OLIVIE.CZ;5944;OLIVIE.CZ;CZ;129.22;2026-02-20
CORTES;5813;SANTANDER;ES;98.05;2026-01-06
GOPAY *RAFIKI.CZ;5941;PRAHA 5;CZ;53.95;2026-01-23
TOBACCO CIGARETTES 01;5994;KRAKOW;PL;101.7;2025-12-03
TESCO;5411;WELWYN GARDEN;GB;122.81;2026-03-22
BOUQS.COM 8883202687;5947;8883202687;US;86.68;2025-11-24
PDZVA0TMWH4K;4111;TOULOUSE CEDE;FR;122.86;2026-02-11
REÁL 107 SZ.ÉLÉSKER;5411;BEKESCSABA;HU;135.17;2026-03-18
TOOGOODT PT6TD4KCS6AQ0;5812;TOOGOODTOGO.N;DK;96.18;2026-02-03
3D011 SPORTS E;5815;DUBLIN 4;IE;16.69;2026-01-02
MALAMA SUPERMARKET;5411;PARALIMNI;CY;120.57;2026-03-04
NYX*HMGASTROGROUPSRO;5499;PRAGUE;CZ;156.95;2025-10-14
FOODORA_AT_THJ6-2530-S;5499;WIEN;AT;126.03;2025-11-22
UBER*PAULTAI ZHONG SHI ZH;5812;NEW TAIPEI CI;TW;28.57;2025-12-02
CRUST AHANGAMA;5812;AHANGAMA;LK;146.15;2025-10-05
AUTOBUSY * OAD8V00199;4131;KOLIN;CZ;196.78;2025-11-21
PICNIC 27-02-2024;5411;DUESSELDORF;DE;45.39;2026-03-16
FACEBK* CGM9X4U5J2;7311;MENLO PARK;US;137.58;2026-03-24
GOPAY  *STYLE-SHOP.CZ;5947;PRAHA;CZ;141.45;2025-09-25
MICROSOFT-G135979257;5045;MSBILL.INFO;CH;126.73;2025-12-15
SWATCHON;5399;16504560967;US;71.85;2026-03-16
LIME*TRAJET B2LE;4789;PARIS;FR;88.28;2026-01-28
TCL 69 LYO;4111;V25287004025�;FR;181.06;2025-11-29
LIME*4 FAHRTEN ONKA;4789;FRANKFURT;DE;25.92;2026-01-21
TV NOVA 9892381285;4899;PRAHA 5;CZ;16.87;2025-12-30
HIGHROLLER;7995;2310846425;MT;86.58;2026-01-27
LIME*2 CORSE DGXI;4789;MILAN;IT;27.85;2026-02-01
NYX*COINSOLUTIONSLTD;5499;ROCHDALE;GB;156.55;2025-12-10
CARS TAXI SERVICES CO;4111;DUBAI;AE;37.16;2026-02-11
GOPAY  *ODSUSEDA.SK;5200;HTTPS://ODSUS;CZ;178.05;2026-02-18
32RED;7995;2625695287;GB;78.01;2025-11-13
MOONPAY*PHANTOM 3419;6051;MOONPAY.COM;IE;142.01;2025-09-26
MIX-IMAGE SA;5732;LAUSANNE;CH;126.41;2025-12-08
SKYSHOWTIME 91C88 STANDAR;4899;AMSTERDAM;NL;52.38;2026-02-05
VRAPI LEDIAN / AGRON-4;5814;4 PREVEZA;GR;111.91;2025-12-22
MSF9V14PGJBI#TISSEO.FR;4111;TOULOUSE CEDE;FR;127.11;2026-02-05
SQ *CENTRIS EVENTS SL.;7929;BARCELONA;ES;199.03;2025-12-13
CHEVRON 0308448;5541;NIPOMO;US;94.07;2025-10-28
PT PK MUGIPARK;7523;BILBAO/BILBO;ES;80.85;2026-01-05
FOODORA_AT_ZQSR-2430-RJ39;5499;WIEN;AT;35.67;2026-01-05
NLOV##HASH##;4111;WWW.OVPAY.NL;NL;51.44;2025-10-11
TV NOVA 8672710573;4899;PRAHA 5;CZ;167.19;2025-12-12
WATER WORLD;7832;LLORET DE MAR;ES;85.69;2026-03-16
46723099;5411;LOVOSICE 2;CZ;143.29;2026-01-21
ACS*21730602 THREE;4814;0107989541;NL;71.53;2025-10-10
FOODORA_AT_IZGC-2537-M;5499;WIEN;AT;35.47;2025-10-14
WH SMITH AEROPUERTO TE;5411;GRANADILLA;ES;187.5;2026-02-27
FOODORA_AT_M34C-2529-S;5499;WIEN;AT;130.17;2025-10-11
TCL 69 LYO;4111;V25311025333�;FR;89.55;2026-01-01
THE MUSEUM OF MODERN ART;7991;212-7089787;US;104.46;2025-11-05
FOODORA_AT_LGW8-2526-V;5499;WIEN;AT;12.74;2026-01-19
AUTOBUSY *ZDAR9P0922;4111;ZDAR N/SAZ.;CZ;102.19;2026-01-18
TST-NEW CENTURY KITCHE;5812;MANCHESTER;GB;184.05;2025-11-19
LA TABERNA VALL DHEBRO;5812;BARCELONA;ES;62.15;2026-03-21
TCL 69 LYO;4111;V25256023750�;FR;101.46;2025-10-26
CO-OP GROUP FOOD RETA;5411;I LONDON;GB;165.86;2025-10-12
SQSP* WEBSIT#214511987;5734;DUBLIN 8;IE;79.05;2026-02-28
FEDEX71537956;4215;T08456 070809;GB;85.5;2026-03-05
PSS SPOLEM S-14;5331;SWIECIE;PL;70.63;2026-03-22
HREYFILL 203;4121;REYKJAVIK;IS;141.12;2026-02-09
THE HOME DEPOT #1848;5200;EL CAJON;US;158.36;2025-10-28
MOC JAKOSC ZYSK ILOWA;5541;ILOWA;PL;100.35;2026-03-20
NYX*SELECTAUKLTD;5814;WALSALL;GB;29.73;2025-12-26
KINGS CROSS TIC;4112;LONDON;GB;34.67;2025-11-15
GOPAY  *IDOKLAD.CZ;5734;APP.IDOKLAD.C;CZ;29.59;2026-01-23
VADASPUSZTA VENDEGHAZ;7011;CSATKA;HU;58.57;2025-11-09
SIMPLIERS;5734;13022085110;US;162.18;2026-01-23
GOPAY *KETOMIX.CZ;5499;KETOMIX.CZ;CZ;40.51;2026-03-18
WOW A5BD8 FILME ABO;5815;UNTERFOEHRING;DE;117.87;2026-02-23
WWW.AMAZON.* DS5HI2615;5399;LUXEMBOURG;LU;69.01;2025-10-19
MCDONALDS 549;5814;PARIS 1;FR;122.01;2026-02-22
CAST;5812;NICE;FR;23.92;2026-02-25
NYX*HELLAUTOMATAUEZEME;5814;BUDAPEST;HU;156.34;2026-02-10
ZABKA Z2292 K.2;5499;BYDGOSZCZ;PL;22.48;2025-12-09
