merchant_description;mcc;city;country
TCL#CUMUL;4111;V23343011764#;FR
RATP;4111;PARIS;FR
WISH.COM;5311;31 2033323;NL
MOONPAY*METAMASK 5754;6051;MOONPAY.COM;IE
LAND BADEN-WUERTTEMBER;9399;OWI000449265/;DE
WWW.1000FARMACIE.IT;5912;NAPOLI;IT
ACS*22093657 THREE;4814;ROTTERDAM;NL
SKYSHOWTIME A0D33 SHTANDA;4899;AMSTERDAM;NL
PREMIER RESTAURANTS RO;5814;X;RO
TRUFFLE GOURMET;5814;MONACO;MC
GOPAY  *REENIO.CZ;7298;HTTPS://CENTR;CZ
CONNECTWISE LLC;5734;TAMPA;US
O17639715360350348 APP BR;9311;TORINO;IT
OLD NAVY US 6620;5651;COMMERCE;US
TORDAI HAIR-COSMETICS;5977;BUCURESTI;RO
COOP-1897 MOHLIN;5411;MOHLIN AG;CH
AMAZON UK* ZX6D002Q4;5399;LONDON;GB
FOODORA_AT_DJ9O-2504-7;5499;WIEN;AT
OASA ETICKET POS;4111;ENS  10682;GR
PRODEJNA VALMONT 53;5993;CHRUDIM;CZ
RUM OIL OOD;5541;BOTEVGRAD;BG
GOPAY *THAO.CZ;5699;THAO.CZ;CZ
HEROKU* AUG-97318911;5734;SAN FRANCISCO;US
FOODORA_AT_CA2S-INMT;5499;WIEN;AT
TESCO STORES 2860;5411;MAIDSTONE 5;GB
SISSI TWIST;5462;GODOLLO;HU
CLIPTO* PRE-HOLD JUN#1;5734;1408409525;US
LIME*TRAJET RABP;4789;PARIS;FR
DELIJN##HASH##;4111;DL T4WXOSI4;BE
STAMPA SISTEM  DOO;5331;BEOGRAD;RS
METZGEREI NIEDERMEIER;5422;TAUFKIRCHEN;DE
AMZN MKTP UK*828GJ0XN5;5942;AMAZON.CO.UK;LU
BATIBENIZ PETROL;5541;GIRNE;TR
ACS*22134182 THREE;4814;PLEASEHELP.IO;NL
TCL 69 LYO;4111;V25336028264�;FR
JYSK SAARBURG DE2139;5712;SAARBURG;DE
MARIACASINO;7995;2311669291;MT
BMRXO3AGN3TJ;4111;LORIENT;FR
PEPCO 220125 MUGGIA 1;5311;MUGGIA TS;IT
FRESHERIE BISTRO;5814;PRAHA 4;CZ
5421.4036.9665 AIB_ECO;7995;VALETTA;MT
FLATOUT COFFEE SHOP;5812;ABUDHABI;AE
TRANSAVIA   C8ZJVY;3007;PARAY VIEILLE;FR
TOKOMAN ZEEDIJK;5814;OUDERKERK AAN;NL
NOW 61B39 ENTERTAI;5815;LONDON;GB
FOODORA_AT_FK2C-ZUU7;5499;WIEN;AT
APTEKA ROSA;5912;LODZ;PL
NUOVA SIDAP SRL 9211 O;5541;FRASCATI;IT
NOW 2AA5D ENTS;5815;LONDON;GB
COMERT LUCI SRL;5411;INTORSURA B;RO
TRANSFERGO*NATALIA*TKACH;4829;VISA DIRECT;LT
PAYPAL*43EINHALBGM;5661;06613605693;DE
CO OP GROUP FOOD;5411;LONDON;GB
TESCO STORES 4634;5411;LONDON;GB
FOODORA_AT_E1AJ-2529-Z;5499;WIEN;AT
LIDL RO 0283;5411;SELIMBAR;RO
ACS*22798364 THREE;4814;PLEASEHELP.IO;NL
FOODORA_AT_O1GQ-2HOR;5499;WIEN;AT
KANTYNA VEOLIA;5812;PRAHA 102;CZ
LIME*FAHRT MVQ4;4789;41445051724;CH
HOCHGARAGE KLINGENBERG;7523;LUBECK DE;DE
SC-GOSSELIN PAS;5411;PARIS;FR
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US
MUELLER & EGERER FILIA;5462;BREMEN;DE
WAL-MART #3847;5411;MESQUITE;US
NOW EDCE4 SKY SPOR;5815;LONDON;GB
AMREST COFFEE SRB BULEVA;5814;BEOGRAD;RS
PROTV 4503827381;4899;BUCHAREST;RO
TRANSFERGO*MAKSIM*TKACHEN;4829;VISA DIRECT;LT
ARAL STATION 19132800;5541;INNING A. AMM;DE
MIGROS SAVIESE;5311;SAVIESE;CH
ETA - TREID EOOD;5411;PRIMORSKO;BG
LIME*RIDE FJHJ;4789;FRANKFURT;DE
PAYPAL *TEMU;5311;35314369001;GB
NYX*ALOISDALLMAYRAUTOMAT;5814;APAGY;HU
NYA*ORASESTA SPA;5499;0331378000;IT
UKVI - 472B - 4AE;9399;LONDON;GB
PENSIUNE PANICEL - IMAN >;7011;ORAS RASNOV;RO
CARTPANDA* CLARITYWA22;7278;CARTPANDA.COM;US
IYZICO *ZARAHOME.COM;5712;ISTANBUL;TR
FOODORA_AT_RNLL-2435-Y77Y;5499;WIEN;AT
TCL 69 LYO;4111;V25292022956�;FR
LIME*PAYOFF PGDA;7999;SAN FRANCISCO;US
TOOGOODT H8H5RF264HHH0;5812;TOOGOODTOGO.E;DK
HYPEDROP;7994;7831121;CY
HARDING NEWSAGENTS;5411;LONDON;GB
GOOGLE *TINDER;7372;G.CO/HELPPAY#;US
ETSY.COM*COTTAGEANTIQUESU;5399;LONDON;GB
SOCEST;7399;CALUIRE ET CU;FR
MCDONALDS 8261615;5814;POWYS;GB
O17622450137511507 APP BR;9311;TORINO;IT
ETSY.COM*HEALTHYMINDAR;5699;DUBLIN 1;IE
TAXI NORD;4121;VIRUM;DK
LIM*6 VIAJES;4789;MILAN;IT
CALVIN KLEIN;5651;NEW YORK;US
PHARM CARREFOUR RIVE;5912;GENEVE;CH
BABYSITS* P_5126399;7299;ROTTERDAM;NL
TED'S AFI PLOIESTI;5812;PLOIESTI;RO
FOODORA_AT_X3MY-2539-Y;5499;WIEN;AT
NOW X2196 ENTS;5815;LONDON;GB
LIME*PASS E7KZ;4789;BARANGAROO;AU
TV NOVA 9304375524;4899;PRAHA 5;CZ
SUN EKSPRESS IN-FLIGHT;4511;ANTALYA;TR
MX HB;8999;NAI;KE
AMAZON UK* ZG6ET8MT4;5399;LONDON;GB
TOOGOODT ZENYKYABYN6C0;5812;COPENHAGEN;DK
PAYPAL *IRACINGCOMM;5816;4029357733;US
TV NOVA 1189668291;4899;PRAHA 5;CZ
CHOPCHEESE DELI 5;5411;NEW YORK;US
SPAR CERKLJE;5399;CERKLJE NA GO;SI
WDW SLEEPY HOLLOW;5814;LAKE BUENA VI;US
VIPPS*HERMAN AUGUST IN;4829;OSLO;NO
NAPAVA SA;5813;VOULIAGMENI;GR
AZIA SRL;7011;BACAU;RO
KAUFLAND 3700 CRAIOVA;5411;CRAIOVA-VAL;RO
NLOV##HASH##;4111;WWW.OVPAY.NL;NL
FAMILYMART;5499;TOKYO;JP
SIBERIA BAR;5813;ABERDEEN;GB
JR EAST SHOPPING CENTER;5399;SIBUYAKU;JP
ACS*20583466 THREE;4814;0107989541;NL
TOPLU TASIMA UCRETI;4131;IZMIR;TR
BOLT.EUR2509061600;5812;TALLINN;EE
5OHNRK ZENMARKET;4215;OSAKA;JP
DELIJN##HASH##;4111;DL HN0Y9VRB;BE
TCL 69 LYO;4111;V25122005159�;FR
MUSEO NCAL REINA SOFIA;7991;MADRID;ES
GENIALLY WEB S.L.;7372;C RDOBA;ES
CHIOSCO LUNA ROSSA CO..;5814;CATANIA;IT
NB TECHNOLOG* O #80695;5816;SOISY SOUS MO;FR
ZASILKOVNA S.R.O. 6118;4215;MIKULOV;CZ
C9BA6 ENTS;5815;DUBLIN 4;IE
THE PLAZA HOTEL TALLAG;7011;D24X2FC;IE
AVIS RENT-A-CAR;3389;47605409ES5;ES
TD BASKA D.O.O.;7523;BASKA;DE
O17691611091049049 APP BR;9311;TORINO;IT
E7C53 SPORTS D;5815;DUBLIN 4;IE
LONG GUANG E'TTEREM;5812;DUNAUJVAROS;HU
PALL CENTER STRASSEN;5411;STRASSEN;LU
LIME*PASS FK6D;7999;SAN FRANCISCO;US
AUPARK KOSICE, KE, NAM;7523;KOSICE;SK
LIME*2 RIDES 6SCN;4789;WIEN;AT
DEUTSCHE BANK PARK;5811;FRANKFURT;DE
UKVI;9399;ETAMOB4000056;GB
PAYPAL *SPOTIFY*P3D041;5815;35314369001;SE
UY5YN8YLIU23;4111;TOULOUSE CEDE;FR
GOPAY  *HAIRBORN.CZ;5977;PRAHA 10;CZ
FAMILYMART;5499;TOKYO;JP
SQ *CAFE TAMRA;5812;LONDON;GB
SPAR MAGYARORSZAG KFT;5411;BUDAPEST;HU
GARDALAND SRL;7996;VERONA;IT
8FDDB ENTS;4899;DUBLIN 4;IE
MOONPAY*EXODUS 9442;6051;DUBILN;IE
SKYSHOWTIME X9170 STANDAR;4899;AMSTERDAM;NL
MY FITNESS LINNAMAE;7941;TALLINN;EE
SUMUP  *ROOFTOP CAFE;5812;NURNBERG;DE
BOLT.EU/R/2408161902;4121;TALLINN;EE
PARKING C C FA ABE;7523;COSTA ADEJE;ES
VARSOS KIFISSIA S.A.;5462;KIFISIA;GR
SHELL SHELL EXPRESS SC;5542;SCHAERBEEK;BE
GOPAY  *REENIO.CZ;7929;HTTPS://VILAG;CZ
O17600883798828497 APP BR;9311;TORINO;IT
JET-TANKSTELLE;5541;NEUMUENSTER;DE
DOORDASH*GOLDEN FLAMES;5812;MELBOURNE;AU
LIME*TRAJET JHNL;4789;PARIS;FR
OZFHJWIZ8ZLJ;4111;TOULOUSE CEDE;FR
DIVINENODE*7.06 EUR;5817;LONDON;GB
LIDL DEKUJE ZA NAKUP;5411;POHORELICE;CZ
GARBA CHAUD LA COUR;5814;LA COURNEUVE;FR
GOPAY  *NAHRADNI-DILY-;5533;NAHRADNI-DILY;CZ
TRADER JOE S #225;5411;SAN FRANCISCO;US
BOLT.EU/O/2512200056;4121;AMSTERDAM;NL
TT0YTYNTGJZW;4111;LAGORD;FR
THE TURKISH RESTAURANT;5812;MADABA;JO
AMAZON UK* F041S3OT5;5399;LONDON;GB
FOODORA_AT_YKIC-DQ3U;5499;WIEN;AT
MOONPAY*TRUSTWALLET 3963;6051;MOONPAY.COM;IE
AIRBALTIC.COM;4511;6617045357;LV
PRIOR GAME 9;5499;PUERTO DEL RO;ES
EVERSPORTS* FOOTSTEPS;5734;WIEN;AT
GOPAY  *GAP.CZ;5651;HTTPS://GAP.C;CZ
PEPCO 220043 GENOVA 1;5310;GENOVA;IT
TOOGOODT SNB1JHXB0BPR0;5812;COPENHAGEN;DK
BOLT.EUD2410271356;5812;TALLINN;EE
GOPAY  *JUTRO.SK;5200;HTTPS://JUTRO;SK
METROREX VALIDATOARE;4111;BUCURESTI;RO
PHOTOMATON;7221;ECHIROLLES;FR
FOODORA_AT_XL8E-YASH;5499;WIEN;AT
SCHONBRUNNER TIERGARTEN;7998;WIEN;AT
MCDONALDS 27600538;5814;RAMSTEIN-MIES;DE
CTP IASI 912;4131;IASI;RO
ESSELUNGA SOLARO;5411;SOLARO;IT
BOLT.EUD2506261719;5812;TALLINN;EE
BILET ID : 258J001159;4111;GDANSK;PL
BEACONS.AI;5818;19034072887;US
DELIJN##HASH##;4111;DL 1N55DFCE;BE
LPP;5691;SOF VEN MIN K;GR
ACS*21238096 THREE;4814;ROTTERDAM;NL
EASY RIVADAVIA;5211;CAPITAL FEDER;AR
AMAZON UK* Z14G48J94;5399;LONDON;GB
DUBAI TAXI;4121;DUBAI;AE
AIRPAY 50850875-VEEZU;4121;WAKEFIELD;GB
SKYSHOWTIME EF288 STANDAR;4899;AMSTERDAM;NL
PAYPAL *AIRBNB  HMMFRQ;7011;35314369001;LU
TESCO MOBILE;4814;SLOUGH;GB
PARC ASTERIX;7996;PLAILLY;FR
AB_PEFKI;5411;PEYKI;GR
PTD259;5912;KOSICE;SK
JEDNOTA PJ C. 301;5411;BRNO;CZ
J. SAINSBURY;5411;CANLEY;GB
FOODORA_AT_XGRV-2507-4;5499;WIEN;AT
HOTEL BASILICA;7011;PALMA;ES
DELIJN##HASH##;4111;DL LYXGHG0N;BE
MGP*ABLEFY AGRON;8299;BERLIN;DE
DIVIA#CUMUL;4111;V23277001743#;FR
GOPAY  *TISKARIK.CZ;7338;LESUNKY;CZ
LIME*RIDE JHGZ;4789;MILAN;IT
3CKET* #936175 TICKET;7399;LISBOA;PT
TV NOVA 2770283014;4899;PRAHA 5;CZ
PINGO DOCE TELHEIRAS;5411;LISBOA;PT
FIVE HOTEL FZE;5811;DUBAI;AE
EL CORTE INGLES;5311;ALICANTE;ES
2204.2050.4481 AIB_ECO;7995;VALETTA;MT
WOW F11AF PREMIUM;4899;UNTERFOEHRING;DE
HOTEL CERVO & CONFERENCE;7011;ARZACHENA;IT
STEAM PURCHASE;5816;425-952-2985;DE
GOPAY  *IVETAFABESOVA.CZ;5499;OBLEKOVICE, Z;CZ
PAYPAL *DAMPFDORADO;5099;68196590590;DE
DELIJN##HASH##;4111;DL HRTPGAJ2;BE
UBER   *ONE;5968;AMSTERDAM;NL
CASCINA FOSSATA;7011;TORINO TO;IT
FOODORA_CZ_SUB-2WAKXOR;5499;PRAGUE 8;CZ
CRV*UBR* PENDING.UBER.COM;4121;DUBLIN;IE
KITPCKERC61H;4111;TOULOUSE CEDE;FR
NYX*HELLAUTOMATAUEZEME;5814;BUDAPEST;HU
PUBLIX #1467;5411;MIAMI;US
LIME*RIDE ZAII;4789;HELLERUP;DK
MONZO * ME AHMED MAZARI;6012;LONDON;GB
FAMILYMART;5499;TOKYO;JP
HAPPYTIGER;7995;ID:2172059121;DK
TXW*LONDON TAXI 41677;4121;GLASGOW;GB
DOPPIO ESPRESSO FOLKINGST;5814;GRONINGEN;NL
MOONPAY*CHANGELLYIGA 9021;7995;MOONPAY.COM;IE
SKYSHOWTIME 3B3D3 SHTANDA;4899;AMSTERDAM;NL
HAPPYTIGER;7995;ID:2783200153;DK
BOLT.EU/O/2501081919;4121;TALLINN;EE
XJCN99EUSYZJ;4111;TOULOUSE CEDE;FR
HOTEL PICO;7011;MIRANDOLA;IT
GOPAY  *AUTO-RICAMBI.EU;5533;AUTO-RICAMBI.;SK
ASTRA EVENTS AG;5812;ZUERICH;CH
JR EAST SHOPPING CENTER;5399;SIBUYAKU;JP
PGE EPLATNOSCI EBOK ON;4900;RZESZOW;PL
SAINATH NEWS;5411;LONDON;GB
PAYPAL *WOW A7FBC ENTE;4899;35314369001;DE
DROPBOX 766V7721FLQF;4816;DB.TT/CCHELP;IE
GOPAY  *PIVOVARRAMPUSA;5921;DOBRUSKA;CZ
JONES THE GROCER;5812;LONDON;GB
GOPAY  *LOBEY.CZ;5977;BRNO;CZ
ABALON ***HOTEL -IDEAL;7011;STUTTGART;DE
MESTSKE PARKOVACI DOMY;7523;MLADA BOLESLA;CZ
SANEF           4789125;4784;60SENLIS;FR
U-STORE JUNGFERNSTIEG;5994;HAMBURG;DE
NYA*LIQUID CULTURE;5499;ABERYSTWYTH;GB
VEGYES A'RUHA'Z;5499;JASZBERENY;HU
PEPCO 150031 TATABANYA;5331;VERTESSZOLOS;HU
RESIDENCE OLIVOTTI DI;7011;FINALE LIGURE;IT
BROCKENHURST COLLEGE;8220;BROCKENHURS;GB
NYX*NESPRESSO;5814;VILLENEUVEDA;FR
GREGGS PLC;5812;GLASGOW;GB
SKYSHOWTIME CF000 SHTANDA;4899;AMSTERDAM;NL
BASTEA IOAN DANIEL;6012;REVOLUT.COM;LT
MERPAGO*DRUGSTORE;5399;CAUELAS ARG;AR
FOODORA_CZ_SUB-2OELELVLNW;5499;PRAGUE 8;CZ
HOTEL MERCURE WEST;3579;KOELN;DE
TIMEOUTLET.CZ;5094;JANKOVICE;CZ
SHELL FORTH ROAD S;5541;SOUTH QUEENSF;GB
TST*FELIPES TAQUERIA;5812;CAMBRIDGE;US
LIME*PASS WMEG;4789;WALLISELLEN;CH
IA BILET SRL;7922;SECTOR 2;RO
LIME*RIDE QIT3;7519;CZECH REPUBLI;CZ
JOOSIKHWESA ASUNGDAISO;5499;SEOUL;KR
MICROSOFT-G065274117;5045;MSBILL.INFO;IE
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB
DANUBIUS HOTELS ZRT.;7011;BUDAPEST;HU
KINDII BAAN THAI;5812;390228093597;IT
TOOGOODT TR47MDFM74WF0;5812;TOOGOODTOGO.C;DK
KOVACS DANIEL;2741;SZEGED;HU
SEPHORA PROMENADE AT U;5977;DRESHER;US
UV PIZZERIA;5812;BANSKA STIAVN;SK
PAYPAL BLIZZARD EU233856;5816;35314369001;IE
IL BOCCONE GASTST TTEN;5812;KONSTANZ;DE
SUPERMERCADO SANTIAGO II;5947;ARONA;ES
PAYPAL *ORDERSMART;7372;0611236350;DE
SUMUP  *MONKEYS BURGER;5814;OBERTSHAUSEN;DE
BKG*GUESTHOUSE POORTAC;4722;(888)850-3958;NL
1144 DOERFER E.K.;5411;DORTMUND;DE
ETSY.COM*SIMBIOXSTUDIO;5699;DUBLIN 1;IE
ACS*22761547 THREE;4814;ROTTERDAM;NL
SAJEEKA SWISS GMBH;7298;ZURICH;CH
SCHNEESPORT TABERHOFER;5941;SPITAL/SEMMER;AT
SHELL TO:LTOA'LL. 074;5541;BUDAPEST;HU
TRANSFERGO*VITALII*SAKA;4829;LOVISA DIRECT;LT
ROSSMANN 3213;5912;EMSBUEREN;DE
SKYSHOWTIME 4A0C3 STAN;4899;AMSTERDAM;NL
WELCOMOTEL;7011;BEAUVAIS;FR
JR EAST SHOPPING CENTER;5399;SIBUYAKU;JP
MIGROS M LOSONE;5411;LOSONE;CH
SGS;7349;MONTREUIL;FR
TOOGOODTOG Q0ET31WF3MR;5812;COPENHAGEN;DK
SINGULARIS CC BCN;5812;RIBAGOR A  CA;ES
TESCO STORES 6267;5411;KINNEGAD;IE
CVS/PHARMACY #08871;5912;MARINA DEL RE;US
ANHNGDY4ZXYH#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
SEM MOBILITE�CUM;4111;LQ5ZDILOF274�;FR
SIMA 2013 EOOD;5921;SOFIA;BG
LE MARLY;5812;NEUILLY SUR S;FR
FOODORA_AT_FP5U-2532-A;5499;WIEN;AT
BOLT.EUD2510081100;5812;TALLINN;EE
NOW X7183 ULTRA BO;5815;LONDON;GB
LIME*RIDE KXL6;7519;BULGARIA;BG
NOOR SAMA AL MADINA GR;5411;DUBAI;AE
TOTAL DEUTSCHLAND GMBH;5541;UNNA;DE
ITX RETAIL SUISSE SÀRL, 3;5691;ST. GALLEN;CH
SQ *PRIMAVERA SOUND SL;5813;BARCELONA;ES
M1VRFB5546  *MIXGYM S;7999;LIBEREC;CZ
NEAGOIE ANDREEA;6012;VISA DIRECT;LT
NYX*THERUDDGROUP;5499;NEWCASTLEUPON;GB
ITX BULGARIA LTD.;5691;SOFIYA;BG
RLA*NL3KL3VHU;5811;MCMAHONS POIN;AU
MRCR*ROMAN*ROVENETS;6051;VISA DIRECT;HR
LIME*RIDE 4PJN;4789;BUCHAREST;RO
NOW F6D2F GB BASIC;5815;LONDON;GB
FEDEX82480468;4215;T08456 070809;GB
FOODORA_AT_WDVC-2539-BU7D;5499;WIEN;AT
ETSY.COM*PARRYGOLDJEWELS;5399;LONDON;GB
SUPERMERC PAO QUENTE;5411;FARO;PT
WWW.PLANITY.COM;7298;PARIS;FR
TAOBAO.COM;5311;LONDON;GB
PRODEJNA MARTA 100;5462;DOBRUSKA;CZ
1248350749;4899;BRATISLAVA;SK
OMV 1917;5541;MISKOLC KILIA;HU
BKG*HOTEL PALAFOX;4722;(888)850-3958;NL
H&M DE0620;5651;BREMEN;DE
32RED;7995;2560933191;GB
UKVI;9399;14C47604-DB64;GB
KLM CARGO;4511;ELMSFORD;CH
ENBW ENERGIE BW AG;4900;720016358481;DE
DELIJN##HASH##;4111;DL HJBYAK0G;BE
GOOGLE YOUTUBE;5045;DUBLIN;IE
BK12743 VIRGEN DEL PUE;5814;MADRID;ES
PROTV 7493402487;4899;BUCHAREST;RO
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB
AMAZON UK* YV5T74L05;5399;LONDON;GB
PAYPAL *PARFUMGROUP;5977;060413999722;DE
5566A ROI ULTR;5815;DUBLIN 4;IE
NOW CCBDF SKY CINE;5815;LONDON;GB
DEPA* BAER;6051;RUMBURK;ES
5PZLX7APPAZK#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
KFC LYON PARTDIE;5814;LYON;FR
TV NOVA 4732842329;4899;PRAHA 5;CZ
FOODORA_AT_SFXB-2520-0;5499;WIEN;AT
PRIMARIA SOIMUS;9311;SOIMUS;RO
LOJAS AMERICANAS;5311;PELOTAS;BR
PARKHAUS LUDWIGSPLATZ;7523;KARLSRUHE;DE
HYPEDROP;7994;5515581;CY
BANXA ZENGO 10750818;6051;AMSTERDAM;NL
EUC KLINIKA KLADNO K;5912;KLADNO;CZ
AMAZON UK* 915YM01H5;5399;LONDON;GB
FRUUGO.COM;5311;ULVERSTON;GB
LIDL HU 222 ZALAEGERSZ;5411;Z ZALAEGERSZE;HU
TICKET COFFEE;5814;SAINT RAPHAEL;FR
O17678100026657917 APP BR;9311;TORINO;IT
ANKER HBHF SALZBURG;5462;SALZBURG;AT
STAS�CUMUL;4111;SKYRVWXOKJGY�;FR
"OLYMPIA PARK DO&AMP;CO";5812;MUENCHEN;DE
SSP EGYPT HURGHADA;5814;HURGHADA -25B;EG
DB FERNVERKEHR AG;5812;FRANKFURT;DE
BOLT.EU/O/2403312235;4121;TALLINN;EE
SHELL 8112;5541;CHOMUTOV-BREZ;CZ
TV NOVA 7264772766;4899;PRAHA 5;CZ
L ORIENTHAIL;5814;VILLENAVE D O;FR
DVLA PERSONALISED REG;9399;SWANSEA;GB
AMAZON UK* U760J3CI5;5399;LONDON;GB
SKYSHOWTIME CAE3C STAN;4899;AMSTERDAM;NL
WOW DF1BE ENTERTAI;4899;UNTERFOEHRING;DE
DELIJN##HASH##;4111;DL H3BZCLN3;BE
MOONPAY*MOONPAY 1953;6051;DUBILN;IE
CESKA POSTA;9402;CHEB;CZ
BOLT.EU/O/2501021640;4121;TALLINN;EE
EMPRESA MUNICIPAL EMT;4111;MADRID;ES
JD WETHERSPOON;5813;WATFORD;GB
TV NOVA 0168901756;4899;PRAHA 5;CZ
WWW.AMAZON.* MJ9U509Z5;5399;LUXEMBOURG;LU
LAWSON;5499;TOKYO;JP
BRANDING;5812;NOORDWIJK;NL
TFL TRAVEL CHARGE;4111;TFL.GOV.UK/CP;GB
LIME* LJ33;4789;WIEN;AT
GRAB* A-5KK6RIFWWG8J;5812;SOUTH JAKARTA;ID
ROOMSTOCK.CZ;5651;ZLIN 1;CZ
SPAR;5251;NANTES        FRA;FR
GOPAY *YOGABRNO.CZ;7929;BRNO;CZ
AMAZON UK* ZL3QW8UX4;5399;LONDON;GB
LIDL HU 196 SARVAR;5411;SARVAR;HU
BOOTS;5912;THIRSK;GB
D HERNANDEZ MINISTRIES;5973;DOWNEY;US
NOW 00E75 SPORTS;5815;LONDON;GB
BOLT.EU/R/2512261519;7512;TALLINN;EE
NYX*ASOVENDINGSRO;5499;BANSKABYSTRIC;SK
MCDONALDS 064;5814;NORTHAMPTON;GB
AMAZON UK* 6H7409SP5;5399;LONDON;GB
I SAPORI DELLA PASTA;5499;MILANO;IT
TISAK P-2156;5994;ZAGREB;HR
COOP-1996 BIEL BAH;5411;BIEL/BIENNE;CH
LH EMV MC2204008693188;3008;CLUJ-NAPOCA;RO
RENAISSANCE POLAT IS;7011;ISTANBUL;TR
PAYMENT;4829;P TY;GB
SQSP* WEBSIT#199996793;7372;NEW YORK;US
VMS ROADCHEF FOLKESTON;5814;NORTON CANES;GB
BRODERICK VEND;5499;MANCHESTER;GB
GALERIE VSETIN PARKOV;7523;VSETIN;CZ
ORDER O-Y38O9JY;5816;VILNIUS;LT
ACS*20281023 THREE;4814;ROTTERDAM;NL
HOTEL OSTROV;7011;TISA;CZ
SLOVNAFT-SK10527;5541;NOVA BANA;SK
CRV*ADYEN T416 PREROV;5712;DUBLIN;IE
ALDI SUED;5411;PFUNGSTADT;DE
NAYAX **TENPIN LIMITED;7994;CRANFIELD;GB
32RED;7995;2547189561;GB
1754640556;4899;BRATISLAVA;SK
LIME*PASS SO4P;4789;ABU DHABI;AE
MOONPAY*UNISWAP 8379;6051;MOONPAY.COM;IE
LIME*VIAGEM QAPS;4789;STOCKHOLM;SE
TXW*LONDON TAXI 67264;4121;GLASGOW;GB
ST1 TURKU HIRVENSALO Y;5542;TURKU;FI
FEDEX36172906;4215;T08456 070809;GB
REPROMEDIA 01;2741;GLIWICE;PL
LOACKER CAFE;5813;BRENNER;IT
DUBAI TAXI;4111;DUBAI;AE
KIDOLOGIC KFT.;5945;DEBRECEN;HU
MH.BHD 7.SZ.KORK BUF;5411;ERDOBENYE;HU
FOODORA_AT_BTMX-2431-Z;5499;WIEN;AT
SKYSHOWTIME E69E3 SHOWTIM;4899;AMSTERDAM;NL
AMAZON UK* ZC8801WL4;5399;LONDON;GB
HELP.REVERSE.HEALTH;8099;7207649699;US
NYX*BEANME;5499;GENEVE;CH
FALCONERI;5631;LAUSANNE;CH
FOODORA_AT_GIKO-9J1S;5499;WIEN;AT
BRITISH AWYS1254254248457;3005;UNITED KINGDO;GB
PIEKARNIA DUBIELAK;5462;PABIANICE;PL
AMAZON UK* ZX67N8SC4;5399;LONDON;GB
JMP S.A. BIEDRONKA 645;5411;5 KRAKOW;PL
STOCKX MARKETPLACE NL B.V;5691;VELDHOVEN;NL
LIDL GRYFA POMORSKIEGO;5411;GDYNIA;PL
NYX*PGGROUP;5814;PICKERING;GB
TV NOVA 4355268699;4899;PRAHA 5;CZ
AERO FARMACIA;5912;PALMA DE MALL;ES
H&M DE0678;5651;PADERBORN;DE
BABBEL.COM 38642486;8299;BERLIN;DE
BINGO.COM;7995;2402804216;MT
ROSSMANN 3270;5912;AUGSBURG;DE
PAYPAL *WOW D26A4 PREMI;4899;35314369001;DE
COFF.EE* ADINAGIURGEA;5816;HTTPSWWW.BUYM;US
AMAZON UK* Z57J27TV4;5399;LONDON;GB
LIDL 555 NIJMEGEN;5411;NIJMEGEN;NL
X6559 SKY SPOR;4899;DUBLIN 4;IE
SQ *EASTWOODS DINING;5812;AIRLIE BEACH;AU
EQUILUX AERO RETAIL;5811;BARCELONA;ES
NOW 3E3F9 CINEMA;5815;LONDON;GB
BOUTIQUEOFF.COM 4320776;5691;69PARIS 12;FR
UKVI;9399;F71AE99B-37E1;GB
UBER   *TRIP;4121;HELP.UBER.COM;NL
H&M ESSEN 1DE0383;5651;ESSEN;DE
LAPOSTE L042090;9402;SISTERON;FR
SKMG GROUP*19.00 EUR;5817;LONDON;GB
MCDONALDS 857;5814;BASILDON;GB
GARAZA CVJETNI;7523;ZAGREB;HR
GOPAY  *E-PNEUMATIKY.C;5532;BRNO;CZ
GLS D32 PLZEN;4215;TYMAKOV;CZ
LIDL RO 0267;5411;TUNARI;RO
ATHOS BISTRO PIZZA;5811;BUCURESTI;RO
BOLT.EUD2508261039;5812;TALLINN;EE
CARREFOURMARKET;5411;PARIS;FR
MY_IAD;6011;GEORGETOWNGEO;MY
WWW.AMAZON* 404-727469;5399;14018657948;LU
HAMZA KEBAB ROZVOZ;5812;TRINEC;CZ
MINIMARKET - POTRAVINY;5411;RAKOVNIK;CZ
SPIEGEL* KN 206489 ABO;5815;494030073070;DE
DB VERTRIEB GMBH;4112;149215952205;DE
LIDL SAGT DANKE;5411;LIMBURG;DE
LE RELAIS DE VENISE L';5812;LONDON;GB
HOTMART TEPPROTOCOL;8299;AMSTERDAM;NL
GOPAY  *WORKNOW.CZ;5200;HTTPS://WORKN;CZ
WOW X5708 ENTERTAI;5815;UNTERFOEHRING;DE
TV NOVA 5922088212;4899;PRAHA 5;CZ
DELI GROUP PROFESSIONA;5814;BUCURESTI;RO
32ROSU;7995;2666689221;MT
AV GASTRO;5812;PRAHA 5;CZ
F5EFA BOOST;5815;DUBLIN 4;IE
M1 LOUNGE;5813;PRAHA;CZ
